"sc-rbbb40-0","sc-rbbb40-0 2","sc-rbbb40-0 3","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-rbbb40-0 4","sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-1hez2tp-0 3","sc-s1isp7-5 src 4","sc-1hez2tp-0 4","sc-s1isp7-5 src 5","sc-1hez2tp-0 5","sc-s1isp7-5 src 6","sc-1hez2tp-0 6","sc-s1isp7-5 src 7","sc-1hez2tp-0 7","sc-s1isp7-5 src 8","sc-1hez2tp-0 8","sc-s1isp7-5 src 9","sc-1hez2tp-0 9","sc-s1isp7-5 src 10","sc-1hez2tp-0 10","sc-s1isp7-5 src 11","sc-1hez2tp-0 11","sc-s1isp7-5 src 12","sc-1hez2tp-0 12","sc-jGFFOr href","sc-1hp8d8a-0","sc-1q7bklc-1","sc-jGFFOr href 2","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-1hez2tp-0 13","sc-jGFFOr href 3","sc-1hez2tp-0 14","sc-1hez2tp-0 15","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-1hez2tp-0 16","sc-1hez2tp-0 17","sc-1hez2tp-0 18","sc-1hez2tp-0 19","sc-s1isp7-5 src 13","sc-s1isp7-5 src 14","sc-s1isp7-5 src 15","sc-s1isp7-5 src 16","sc-s1isp7-5 src 17","sc-1hez2tp-0 22","sc-s1isp7-5 src 18","sc-1hez2tp-0 23","sc-s1isp7-5 src 19","sc-s1isp7-5 src 21","sc-1q7bklc-1 4"
"star-fill","star-fill","star-fill","50% OFF up to 100","45 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Pizza, Sandwich, Continental, Desserts, Beverages","https://www.zomato.com/mumbai/colaba-restaurants","₹1,050 for one","https://www.zomato.com/mumbai/colaba-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","55 min","https://www.zomato.com/mumbai/colaba-restaurants","Cafe, Continental, Fast Food, Healthy Food, Desserts, Beverages","https://www.zomato.com/mumbai/colaba-restaurants","₹1,050 for one","https://www.zomato.com/mumbai/colaba-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/eat-pray-luv-charni-road/order","Eat Pray Luv","4.2","https://www.zomato.com/mumbai/plate-pint-kemps-corner/order","Plate & Pint","4.2","50% OFF up to 100","https://www.zomato.com/mumbai/sufys-kanafeh-point-mumbai-central/order","62 min","Desserts","Sufy's Kanafeh Point","4.0","₹1,050 for one","275+ orders placed from here recently","Restaurant partner follows WHO protocol","75+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","","","","","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","55 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Japanese, Sushi","https://www.zomato.com/mumbai/colaba-restaurants","₹1,050 for one","https://www.zomato.com/mumbai/colaba-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","","31 min","https://www.zomato.com/mumbai/colaba-restaurants","Desserts","","₹1,050 for one","","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/tokyotreat/order","Tokyo Treat","3.6","https://www.zomato.com/mumbai/shree-krishna-gola-chowpatty/order","Shree Krishna Gola","4.3","54 min","https://www.zomato.com/mumbai/bobby-kulfy-ice-cream-mazgaon/order","Desserts","₹1,050 for one","Bobby Kulfy & Ice Cream","-","","50% OFF up to 100","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","","","","","","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","67 min","","https://www.zomato.com/mumbai/colaba-restaurants","","","Chinese, Asian, Seafood, BBQ","","₹300 for one","","Restaurant partner follows WHO protocol","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","60 min","https://www.zomato.com/mumbai/colaba-restaurants","Salad, Beverages, Healthy Food","https://www.zomato.com/mumbai/colaba-restaurants","₹300 for one","https://www.zomato.com/mumbai/colaba-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/china-express-byculla/order","China Express","3.9","https://www.zomato.com/le-garden-the-salad-company/order","Le Garden-The Salad Company","3.8","50% OFF up to 100","https://www.zomato.com/mumbai/hammer-song-cuffe-parade/order","55 min","Asian, Continental, Modern Indian, European, Italian, Fast Food, Finger Food","Hammer & Song","3.4","₹300 for one","75+ orders placed from here recently","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants",""
"star-fill","star-fill","star-fill","50% OFF up to 100","18 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","Desserts, Bakery, Shake","https://www.zomato.com/mumbai/colaba-restaurants","₹300 for one","","375+ orders placed from here recently","","Restaurant partner follows WHO protocol","","375+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","40 min","https://www.zomato.com/mumbai/colaba-restaurants","Chinese, Fast Food, Sichuan","https://www.zomato.com/mumbai/colaba-restaurants","₹300 for one","https://www.zomato.com/mumbai/colaba-restaurants","250+ orders placed from here recently","https://www.zomato.com/mumbai/sweetish-house-mafia-colaba/order","Sweetish House Mafia","4.0","https://www.zomato.com/mumbai/femistic-chinese-fast-food-byculla/order","Femistic Chinese & Fast Food","3.6","50% OFF up to 100","https://www.zomato.com/mumbai/mockingbird-cafe-bar-churchgate/order","38 min","Italian, French, Salad, Desserts, Beverages, Shake","Mockingbird Cafe Bar","4.1","₹300 for one","225+ orders placed from here recently","","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","https://www.zomato.com/mumbai/colaba-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/colaba-restaurants","225+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants",""
"star-fill","","star-fill","50% OFF up to 100","43 min","star-fill","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","Fast Food, Desserts","https://www.zomato.com/mumbai/colaba-restaurants","₹300 for one","","150+ orders placed from here recently","","Restaurant partner follows WHO protocol","","150+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","","44 min","https://www.zomato.com/mumbai/colaba-restaurants","Chinese, Pizza, Rolls, Pasta, Fast Food, Street Food, Sandwich","https://www.zomato.com/mumbai/colaba-restaurants","₹300 for one","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/pengwin-station-marine-lines/order","Pengwin Station","3.9","https://www.zomato.com/mumbai/mr-kalam-charni-road/order","Mr Kalam","","50% OFF up to 100","https://www.zomato.com/mumbai/essence-comfort-inn-heritage-byculla/order","55 min","North Indian, Chinese, Shake","Essence - Comfort Inn Heritage","-","₹300 for one","Restaurant partner follows WHO protocol","","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","","","","","","-"
"","","star-fill","50% OFF up to 100","37 min","star-fill","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Mithai, Fast Food, Street Food, Desserts","https://www.zomato.com/mumbai/colaba-restaurants","₹300 for one","https://www.zomato.com/mumbai/colaba-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","","36 min","https://www.zomato.com/mumbai/colaba-restaurants","Cafe, American, Italian","","₹300 for one","","","https://www.zomato.com/mumbai/vadera-sweets-savouries-tardeo/order","Vadera Sweets & Savouries","","https://www.zomato.com/mumbai/caf%C3%A9-dori-colaba/order","Café Dori","","51 min","https://www.zomato.com/mumbai/portico-grant-road/order","North Indian, Bar Food, Chinese, Street Food","₹300 for one","Portico","3.9","","50% OFF up to 100","","","","","","","","","","","","","3.3"
"","star-fill","star-fill","50% OFF up to 100","30 min","star-fill","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Sandwich, Street Food, Desserts","https://www.zomato.com/mumbai/colaba-restaurants","₹100 for one","https://www.zomato.com/mumbai/colaba-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","39 min","https://www.zomato.com/mumbai/colaba-restaurants","Asian, North Indian, American, Street Food, Healthy Food, Italian, Beverages","https://www.zomato.com/mumbai/colaba-restaurants","₹100 for one","","225+ orders placed from here recently","https://www.zomato.com/mumbai/om-sandwich-marine-lines/order","Om Sandwich","","https://www.zomato.com/mumbai/happy-house-kitchen-girgaum/order","Happy House Kitchen","4.3","50% OFF up to 100","https://www.zomato.com/mumbai/tiwari-panwala-kemps-corner/order","34 min","Paan","Tiwari Panwala","4.4","₹100 for one","200+ orders placed from here recently","","","","","","","","","","","","","3.3"
"","","star-fill","50% OFF up to 100","47 min","star-fill","https://www.zomato.com/mumbai/colaba-restaurants","","","Mughlai, North Indian, Chinese","","₹100 for one","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","38 min","https://www.zomato.com/mumbai/colaba-restaurants","Desserts, Ice Cream","https://www.zomato.com/mumbai/colaba-restaurants","₹100 for one","","75+ orders placed from here recently","https://www.zomato.com/mumbai/gulshan-e-hind-mazgaon/order","Gulshan-E-Hind","","https://www.zomato.com/mumbai/b-wafers-tardeo/order","B Wafers","","50% OFF up to 100","https://www.zomato.com/mumbai/bowl-baby-bowl-asian-food-shop-breach-candy/order","61 min","Chinese, Asian, Korean, Thai","Bowl Baby Bowl-Asian Food Shop","3.9","₹100 for one","50+ orders placed from here recently","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","3.3"
"star-fill","star-fill","star-fill","50% OFF up to 100","43 min","","https://www.zomato.com/mumbai/colaba-restaurants","","","Continental, North Indian, Chinese, Oriental, Sichuan, Pizza, Wraps, Beverages","","₹100 for one","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","","52 min","https://www.zomato.com/mumbai/colaba-restaurants","Chinese, Mughlai, Sichuan","","₹100 for one","","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/aahrens-kitchen-marine-lines/order","Aahren's Kitchen","3.8","https://www.zomato.com/mumbai/khair-andesh-restaurant-mohammad-ali-road/order","Khair Andesh Restaurant","4.0","53 min","https://www.zomato.com/mumbai/mahira-fast-food-juice-centre-grant-road/order","Fast Food, Beverages, Pizza","₹100 for one","Mahira Fast Food & Juice Centre","-","","50% OFF up to 100","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","","","","","","",""
"star-fill","","star-fill","50% OFF up to 100","51 min","star-fill","https://www.zomato.com/mumbai/colaba-restaurants","","","North Indian, Maharashtrian","","₹100 for one","","Follows all Max Safety measures to ensure your food is safe","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","","43 min","https://www.zomato.com/mumbai/colaba-restaurants","Chinese","https://www.zomato.com/mumbai/colaba-restaurants","₹100 for one","https://www.zomato.com/mumbai/colaba-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/cafe-shaheen-kalbadevi/order","Cafe Shaheen","3.6","https://www.zomato.com/mumbai/talk-the-asian-wok-chowpatty/order","Talk The Asian Wok","","50% OFF up to 100","https://www.zomato.com/mumbai/mumbai-street-food-chowpatty/order","45 min","Fast Food, Street Food","Mumbai Street Food","-","₹100 for one","Follows all Max Safety measures to ensure your food is safe","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","","","","","","","-"
"star-fill","","star-fill","50% OFF up to 100","48 min","star-fill","https://www.zomato.com/mumbai/colaba-restaurants","","","Momos","","₹150 for one","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","","56 min","https://www.zomato.com/mumbai/colaba-restaurants","Chinese, North Indian, Mughlai, Maharashtrian","https://www.zomato.com/mumbai/colaba-restaurants","₹150 for one","","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/dimsum-momo-kitchen-chowpatty/order","Dimsum & Momo Kitchen","3.1","https://www.zomato.com/mumbai/bharat-restaurant-1-girgaum/order","Bharat Restaurant","","50% OFF up to 100","https://www.zomato.com/mumbai/tasty-wafers-byculla/order","60 min","Street Food","Tasty Wafers","-","₹150 for one","Follows all Max Safety measures to ensure your food is safe","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","","","","","","","-"
"star-fill","star-fill","star-fill","50% OFF up to 100","49 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","Rolls, Beverages, Shake","","₹150 for one","","Follows all Max Safety measures to ensure your food is safe","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","","44 min","https://www.zomato.com/mumbai/colaba-restaurants","Mithai, Desserts","","₹150 for one","","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/the-breadstory-mohammad-ali-road/order","The Breadstory","3.6","https://www.zomato.com/mumbai/occasions-dryfruit-kemps-corner/order","Occasions Dryfruit","4.0","56 min","https://www.zomato.com/mumbai/omkar-kitchen-tardeo/order","North Indian, Fast Food, Chinese, Maharashtrian, Shake, Beverages, Juices, Pizza","₹150 for one","Omkar Kitchen","-","","50% OFF up to 100","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","","","","","","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","40 min","","https://www.zomato.com/mumbai/colaba-restaurants","","","Shake, Ice Cream, Pizza, Burger, Sandwich, Pasta, Desserts, Beverages","","₹150 for one","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","62 min","https://www.zomato.com/mumbai/colaba-restaurants","North Indian, Chinese, Street Food, South Indian","https://www.zomato.com/mumbai/colaba-restaurants","₹150 for one","","50+ orders placed from here recently","https://www.zomato.com/mumbai/b-creamy-mohammad-ali-road/order","B' Creamy","3.9","https://www.zomato.com/mumbai/spice-opera-girgaum/order","Spice Opera","4.0","50% OFF up to 100","https://www.zomato.com/mumbai/symphony-paan-house-kemps-corner/order","33 min","Paan","Symphony Paan House","3.9","₹150 for one","100+ orders placed from here recently","","","","","","","","","","","","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","47 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Bakery, Desserts","https://www.zomato.com/mumbai/colaba-restaurants","₹150 for one","https://www.zomato.com/mumbai/colaba-restaurants","475+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","475+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","34 min","https://www.zomato.com/mumbai/colaba-restaurants","Ice Cream, Desserts, Beverages, Shake","","₹150 for one","","100+ orders placed from here recently","https://www.zomato.com/mumbai/the-cake-farm-byculla/order","The Cake Farm","3.8","https://www.zomato.com/mumbai/kapoor-punjabi-kulfi-1-chowpatty/order","Kapoor Punjabi Kulfi","3.9","30 min","https://www.zomato.com/mumbai/kapoor-ice-cream-marine-lines/order","Ice Cream, Desserts","₹150 for one","Kapoor Ice Cream","4.3","","50% OFF up to 100","","","","","","","","","","","","",""
"star-fill","","star-fill","50% OFF up to 100","49 min","star-fill","https://www.zomato.com/mumbai/colaba-restaurants","","","Mithai","","₹150 for one","","Restaurant partner follows WHO protocol","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","Currently not accepting orders","https://www.zomato.com/mumbai/colaba-restaurants","North Indian","","₹150 for one","https://www.zomato.com/mumbai/colaba-restaurants","625+ orders placed from here recently","https://www.zomato.com/mumbai/kamdar-sweets-grant-road/order","Kamdar Sweets","4.3","https://www.zomato.com/mumbai/barsati-hotel-cst/order","Barsati Hotel","","60 min","https://www.zomato.com/mumbai/swagat-lunch-home-mazgaon/order","Maharashtrian, Chinese, North Indian","₹150 for one","Swagat Lunch Home","-","","50% OFF up to 100","","","","","","","","","","","","","3.3"
"star-fill","","star-fill","50% OFF up to 100","40 min","","https://www.zomato.com/mumbai/colaba-restaurants","","","Chinese, Continental, Shake, Sichuan","","₹150 for one","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","51 min","https://www.zomato.com/mumbai/colaba-restaurants","Beverages, Desserts, Fast Food, Shake","https://www.zomato.com/mumbai/colaba-restaurants","₹150 for one","","75+ orders placed from here recently","https://www.zomato.com/mumbai/the-lab-chowpatty/order","The Lab","4.0","https://www.zomato.com/mumbai/fruitnatic-cst/order","Fruitnatic","","50% OFF up to 100","https://www.zomato.com/mumbai/aja-kulcha-2-grant-road/order","40 min","Biryani, North Indian, Salad, Gujarati, Beverages","Aja Kulcha","4.0","₹150 for one","150+ orders placed from here recently","","","","","","","","","","","","",""
"star-fill","","star-fill","50% OFF up to 100","38 min","","https://b.zmtcdn.com/data/pictures/8/19840408/1bc9b0fcf82bd660f9ee5d99964cb922_o2_featured_v2.jpg","","https://b.zmtcdn.com/data/pictures/6/19842126/d30bd174411bff732943ae80f8e2503b_o2_featured_v2.jpg","Mithai, Desserts, Street Food","https://b.zmtcdn.com/data/pictures/7/19848277/5819af2c37e3209cecf9bf46ea45f90b_o2_featured_v2.jpg","₹150 for one","","","","","","","","50% OFF up to 100","","54 min","","Street Food, Gujarati","","₹150 for one","","","https://www.zomato.com/mumbai/vinay-sweets-kalbadevi/order","Vinay Sweets","-","https://www.zomato.com/mumbai/pleasig-apetite-tardeo/order","Pleasi'g Apetite","","30 min","https://www.zomato.com/mumbai/juna-sharma-paanwala-chowpatty/order","Paan","₹150 for one","Juna Sharma Paanwala","-","Pro extra 20% OFF","50% OFF up to 100","","","","","","","","","","","","",""
"","","star-fill","50% OFF up to 100","50 min","star-fill","https://b.zmtcdn.com/data/pictures/0/19856460/cb27d0673c035d4430f4a28660727589_o2_featured_v2.jpg","https://www.zomato.com/mumbai/colaba-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","American, Burger, Fast Food, Beverages","https://b.zmtcdn.com/data/pictures/3/19845463/4d490b22509c753dbae5f188114864b6_o2_featured_v2.jpg","₹150 for one","https://www.zomato.com/mumbai/colaba-restaurants","125+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","Follows all Max Safety measures to ensure your food is safe","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","125+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","50% OFF up to 100","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","55 min","https://b.zmtcdn.com/data/pictures/8/19868898/af0512bdf80516e4cc2269e9325aa02e_o2_featured_v2.jpg","Healthy Food","https://www.zomato.com/mumbai/colaba-restaurants","₹150 for one","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","","https://www.zomato.com/mumbai/outta-space-burgers-tardeo/order","Outta Space Burgers","","https://www.zomato.com/mumbai/selfcare-by-suman-2-tardeo/order","Selfcare By Suman","","50% OFF up to 100","https://www.zomato.com/mumbai/70s-frogurt-hood-kemps-corner/order","31 min","Frozen Yogurt, Desserts, Beverages","70s Frogurt Hood","4.0","₹150 for one","100+ orders placed from here recently","","","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","","","","Follows all Max Safety measures to ensure your food is safe","","100+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","","3.3"
"star-fill","","star-fill","50% OFF up to 100","52 min","star-fill","https://b.zmtcdn.com/data/pictures/1/19675931/96c6d10f0acff3e517e327c46e2e4ccd_o2_featured_v2.jpg","https://www.zomato.com/mumbai/colaba-restaurants","https://b.zmtcdn.com/data/pictures/7/19628937/d265cf8527442526cb4c2e23fd97e918_o2_featured_v2.jpg","Beverages, Healthy Food","","₹100 for one","","50+ orders placed from here recently","","","","","","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","43 min","","Chinese, Momos, Sichuan","","₹100 for one","","50+ orders placed from here recently","https://www.zomato.com/mumbai/blends-bowls-breach-candy/order","Blends & Bowls","3.8","https://www.zomato.com/mumbai/wok-hot-pot-mazgaon/order","Wok Hot Pot","","57 min","https://www.zomato.com/mumbai/tasty-cuisines-grant-road/order","Seafood","₹100 for one","Tasty Cuisines","-","","50% OFF up to 100","","","","","","https://b.zmtcdn.com/data/pictures/7/19674477/d647121e4b5b0b79aa9621eeaa9f784c_o2_featured_v2.jpg","","","","","","","-"
"star-fill","","star-fill","50% OFF up to 100","50 min","star-fill","https://www.zomato.com/mumbai/colaba-restaurants","","","Desserts, North Indian, Fast Food","","₹100 for one","","75+ orders placed from here recently","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","29 min","https://www.zomato.com/mumbai/colaba-restaurants","Ice Cream, Desserts","https://www.zomato.com/mumbai/colaba-restaurants","₹100 for one","","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hm-foods-kemps-corner/order","HM Foods","4.0","https://www.zomato.com/mumbai/zoetto-1-chowpatty/order","Zoetto","","50% OFF up to 100","https://www.zomato.com/mumbai/safeer-multi-cuisine-mohammad-ali-road/order","30 min","Mughlai, Chinese, North Indian, Biryani, Beverages, Sichuan","Safeer Multi Cuisine","4.0","₹100 for one","125+ orders placed from here recently","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","","","","","","","-"
"","","star-fill","50% OFF up to 100","34 min","star-fill","https://www.zomato.com/mumbai/colaba-restaurants","","","Pizza, Fast Food, Beverages, Shake","","₹100 for one","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","","50 min","https://www.zomato.com/mumbai/colaba-restaurants","North Indian, Maharashtrian","","₹100 for one","","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/pizza-wala-cuffe-parade/order","Pizza Wala","","https://www.zomato.com/mumbai/shan-e-elahi-hotel-mohammad-ali-road/order","Shan E Elahi Hotel","","53 min","https://www.zomato.com/mumbai/zainab-kitchen-mohammad-ali-road/order","North Indian","₹100 for one","Zainab Kitchen","-","","50% OFF up to 100","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","","","","","","","-"
"star-fill","","star-fill","50% OFF up to 100","36 min","star-fill","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Fast Food, Beverages, Lebanese","https://www.zomato.com/mumbai/colaba-restaurants","₹100 for one","https://www.zomato.com/mumbai/colaba-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","","31 min","https://www.zomato.com/mumbai/colaba-restaurants","Chinese, Sichuan","https://www.zomato.com/mumbai/colaba-restaurants","₹100 for one","","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/ka-fe-kitchen-altering-fuzion-experience-cuffe-parade/order","KA.FE - Kitchen Altering Fuzion Experience","3.8","https://www.zomato.com/mumbai/chinese-house-kafe-cuffe-parade/order","Chinese House Kafe","","50% OFF up to 100","https://www.zomato.com/mumbai/original-persian-bakery-grant-road/order","36 min","Bakery, Fast Food, Desserts","Original Persian Bakery","3.8","₹100 for one","200+ orders placed from here recently","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","","","","","","","-"
"star-fill","","star-fill","50% OFF up to 100","50 min","star-fill","https://b.zmtcdn.com/data/pictures/2/19683362/a1dd60d7690c2c8b8519dcb006621b99_o2_featured_v2.jpg","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","Desserts, North Indian, Fast Food","","₹100 for one","","75+ orders placed from here recently","","","","","https://b.zmtcdn.com/data/pictures/1/19700691/0f0ba5359bda6741d1685cc7262da49e_o2_featured_v2.jpeg","50% OFF up to 100","","29 min","https://b.zmtcdn.com/data/pictures/6/19609926/9a4f14beab70cb60c636e25eb93b19f2_o2_featured_v2.jpg","Ice Cream, Desserts","","₹100 for one","","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hm-foods-kemps-corner/order","HM Foods","4.0","https://www.zomato.com/mumbai/zoetto-1-chowpatty/order","Zoetto","","50% OFF up to 100","https://www.zomato.com/mumbai/safeer-multi-cuisine-mohammad-ali-road/order","30 min","Mughlai, Chinese, North Indian, Biryani, Beverages, Sichuan","Safeer Multi Cuisine","4.0","₹100 for one","125+ orders placed from here recently","","","","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","","","","","","","","","-"
