"sc-rbbb40-0","sc-rbbb40-0 2","sc-rbbb40-0 3","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-rbbb40-0 4","sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-1hez2tp-0 3","sc-s1isp7-5 src 4","sc-1hez2tp-0 4","sc-s1isp7-5 src 5","sc-1hez2tp-0 5","sc-s1isp7-5 src 6","sc-1hez2tp-0 6","sc-s1isp7-5 src 7","sc-1hez2tp-0 7","sc-s1isp7-5 src 8","sc-1hez2tp-0 8","sc-s1isp7-5 src 9","sc-1hez2tp-0 9","sc-s1isp7-5 src 10","sc-1hez2tp-0 10","sc-s1isp7-5 src 11","sc-1hez2tp-0 11","sc-s1isp7-5 src 12","sc-1hp8d8a-0","sc-1q7bklc-1","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-1hez2tp-0 13","sc-1hez2tp-0 14","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-1hez2tp-0 15","sc-1hez2tp-0 16","sc-1hez2tp-0 17","sc-1hez2tp-0 18","sc-s1isp7-5 src 13","sc-1hez2tp-0 19","sc-s1isp7-5 src 14","sc-s1isp7-5 src 15","sc-s1isp7-5 src 16","sc-s1isp7-5 src 17","sc-s1isp7-5 src 18","sc-1hez2tp-0 21","sc-s1isp7-5 src 19","sc-s1isp7-5 src 20","sc-s1isp7-5 src 21","sc-jGFFOr href","sc-jGFFOr href 2","sc-jGFFOr href 3","sc-1q7bklc-1 4","sc-1hez2tp-0 22"
"star-fill","star-fill","star-fill","50% OFF up to 100","36 min","","https://b.zmtcdn.com/data/pictures/chains/1/20163721/975528972c0b2cc02b17f9b4c28469dd_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","Waffle, Desserts, Bakery, Beverages","","₹50 for one","","150+ orders placed from here recently","","","","","https://b.zmtcdn.com/data/pictures/2/19457482/15d1661ca939ebc502ed1bbcd7f44b74_o2_featured_v2.jpg","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","60 min","","Parsi","","₹50 for one","","Magic Pancakes","4.0","A Parsi Affair","3.2","","","New Step In Restaurant & Bar","3.8","50% OFF up to 100","44 min","North Indian, Malwani, Kebab, Chinese, Mughlai, Biryani, Sichuan","₹50 for one","","400+ orders placed from here recently","","https://b.zmtcdn.com/data/pictures/2/19901272/60e661b6f665ecb2dc81b24d5cd79188_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","","","","","","https://www.zomato.com/mumbai/magic-pancakes-khar/order","https://www.zomato.com/mumbai/a-parsi-affair-girgaum/order","https://www.zomato.com/mumbai/new-step-in-restaurant-bar-mahim/order","","Pro extra 15% OFF"
"star-fill","","star-fill","50% OFF up to 100","27 min","star-fill","https://b.zmtcdn.com/data/pictures/9/34149/6572dff8ecb46aef68171dc1b0d4a5ac_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Chinese, North Indian, Mughlai, Continental, Desserts, Sichuan","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹400 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","3700+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","3700+ orders placed from here recently","https://b.zmtcdn.com/data/pictures/9/34359/151259e36498e8715befd7c6dbe750f1_o2_featured_v2.jpg","50% OFF up to 100","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","50 min","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","North Indian, Biryani","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","₹400 for one","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","Sheetal Bukhara","4.0","Kebab Corner","","Follows all Max Safety measures to ensure your food is safe","1250+ orders placed from here recently","Sequel","4.0","50% OFF up to 100","24 min","Healthy Food, Salad, Continental, Desserts, Juices, Beverages","₹400 for one","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","500+ orders placed from here recently","","https://b.zmtcdn.com/data/pictures/0/18340790/20791a7ec19648ae48f46028e65fd18e_o2_featured_v2.jpg","","","","","","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://www.zomato.com/mumbai/sheetal-bukhara-khar/order","https://www.zomato.com/mumbai/kebab-corner-mahakali/order","https://www.zomato.com/mumbai/sequel-pali-hill-bandra-west/order","4.1",""
"star-fill","","star-fill","50% OFF up to 100","39 min","star-fill","https://b.zmtcdn.com/data/pictures/6/48636/99186941745a70af3ffc098875a888d1_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Chinese, Sichuan","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹400 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1050+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1050+ orders placed from here recently","https://b.zmtcdn.com/data/pictures/5/35635/f8b97ce3b33970a69f4c266c03c792aa_o2_featured_v2.jpg","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","44 min","","Malwani, Chinese, Seafood","","₹400 for one","","Mar's Eatery Chinese Corner","4.3","Modern Lunch Home","","","","Khao Piyo","3.8","50% OFF up to 100","29 min","North Indian, Chinese, Continental","₹400 for one","","275+ orders placed from here recently","","https://b.zmtcdn.com/data/pictures/9/19264759/c85afde941c8d99e9525c1569ae42c8b_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","275+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/mars-eatery-chinese-corner-santacruz-east/order","https://www.zomato.com/mumbai/modern-lunch-home-sion/order","https://www.zomato.com/mumbai/khao-piyo-1-khar/order","4.2",""
"star-fill","star-fill","star-fill","50% OFF up to 100","30 min","","https://b.zmtcdn.com/data/pictures/chains/1/19240441/8b1d059c60478404d4493618f14d016e_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Momos, Beverages","","₹200 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Follows all Max Safety measures to ensure your food is safe","","50+ orders placed from here recently","https://b.zmtcdn.com/data/pictures/3/19978873/ca5aeab31a89ed7570aa04e9aafb27cf_o2_featured_v2.jpg","50% OFF up to 100","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","20 min","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","North Indian, Beverages","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","₹200 for one","","Momo Guy","4.0","Cafe Delight Restaurant And Store","3.2","","","Earth Cafe @ Waterfield","4.3","50% OFF up to 100","25 min","Cafe, Coffee, Juices, Beverages, Healthy Food, Continental, Fast Food, Desserts","₹200 for one","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","925+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/pictures/4/19025454/0129effff28c34a74b5c51d61f09f2e5_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","925+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","","https://www.zomato.com/mumbai/momo-guy-khar/order","https://www.zomato.com/mumbai/cafe-delight-restaurant-and-store-1-hill-road-bandra-west/order","https://www.zomato.com/mumbai/earth-cafe-@-waterfield-hill-road-bandra-west/order","","Pro extra 15% OFF"
"star-fill","star-fill","star-fill","50% OFF up to 100","43 min","","https://b.zmtcdn.com/data/pictures/chains/6/19616366/7c6e928a204c55a851067eaf71abc8a7_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","North Indian, Bengali, Malwani","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","200+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","200+ orders placed from here recently","https://b.zmtcdn.com/data/pictures/2/20419382/994f737a20f7c56fdb201adfb3e5162f_o2_featured_v2.jpg","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","42 min","","Desserts","","₹200 for one","","Great Indian Meals","3.9","99 Cakes","3.5","","","Ice Cream Works","4.4","50% OFF up to 100","35 min","Ice Cream","₹200 for one","","450+ orders placed from here recently","","https://b.zmtcdn.com/data/pictures/chains/5/40385/ebdc35c188e501c012a07b5a753482e8_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","","","","","","https://www.zomato.com/mumbai/great-indian-meals-bandra-east/order","https://www.zomato.com/mumbai/99-cakes-matunga-east/order","https://www.zomato.com/mumbai/ice-cream-works-2-matunga-east/order","",""
"star-fill","","star-fill","50% OFF up to 100","49 min","star-fill","https://b.zmtcdn.com/data/pictures/1/36511/cb87a002f4e60a7ea2d6483d26c9542a_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Chinese, North Indian, Mughlai, Kebab, Malwani, Fast Food, Street Food","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1125+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Follows all Max Safety measures to ensure your food is safe","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","1125+ orders placed from here recently","https://b.zmtcdn.com/data/pictures/chains/0/34440/fc2b8c901f45a24539f5f992eeb9b3e6_o2_featured_v2.jpg","50% OFF up to 100","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","83 min","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","Goan, Portuguese, North Indian, Seafood","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Kings Snack Bar","3.8","Goa Portuguesa","","Restaurant partner follows WHO protocol","350+ orders placed from here recently","Ferry Wharrf","3.8","50% OFF up to 100","38 min","Seafood, North Indian, Biryani, Maharashtrian, Beverages","₹150 for one","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","225+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/pictures/chains/4/18595984/be7cbd498d5d01031c56ce2ca939b196_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","225+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://www.zomato.com/mumbai/kings-snack-bar-chembur/order","https://www.zomato.com/mumbai/goa-portuguesa-powai/order","https://www.zomato.com/mumbai/ferry-wharrf-reclamation-bandra-west/order","4.1","Pro extra 10% OFF"
"star-fill","star-fill","star-fill","50% OFF up to 100","60 min","","https://b.zmtcdn.com/data/pictures/chains/8/18533128/796bb38cc723de8f13e4a6bdff22a45b_o2_featured_v2.jpg","","","Pizza, Burger, Fast Food, Waffle, Ice Cream, Desserts, Shake, Beverages","","₹150 for one","","275+ orders placed from here recently","","","","","https://b.zmtcdn.com/data/pictures/4/19782234/3e82c53b696465eb9f38f99c1e89eb01_o2_featured_v2.jpg","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","18 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Bakery, Desserts, Street Food","","₹150 for one","","Froozo","4.0","Iyengar Cake Palace","4.0","","","Meemee’s","4.3","","52 min","Ice Cream, Bakery","₹150 for one","","200+ orders placed from here recently","","https://b.zmtcdn.com/data/pictures/0/20523020/6a722bb4612cf5c5d0113410bda2505d_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","","","","","","https://www.zomato.com/mumbai/froozo-near-andheri-east-station/order","https://www.zomato.com/mumbai/iyengar-cake-palace-khar/order","https://www.zomato.com/mumbai/meemees-mazgaon/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","57 min","","https://b.zmtcdn.com/data/pictures/2/19779392/752288e66d34b04e50c8d740a5ef2cae_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","Mughlai, Chinese, North Indian, Sichuan","","₹250 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","250+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Follows all Max Safety measures to ensure your food is safe","","250+ orders placed from here recently","https://b.zmtcdn.com/data/pictures/3/20535993/113f7930fc363bd089f88cf0a2583ab2_o2_featured_v2.jpg","","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","48 min","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","Turkish, Desserts, Bakery","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","₹250 for one","","Zam Zam Cateres & Family Restaurant","3.6","Hurrem's Turkish Baklava Confectionery","4.5","","","The Brownie House","3.1","50% OFF up to 100","65 min","Bakery","₹250 for one","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","75+ orders placed from here recently","","https://b.zmtcdn.com/data/pictures/1/19707221/f647170b9943529b56fa9a831665738c_o2_featured_v2.jpg","","","","","","","","https://www.zomato.com/mumbai/zam-zam-cateres-family-restaurant-kurla/order","https://www.zomato.com/mumbai/hurrems-turkish-baklava-confectionery-chembur/order","https://www.zomato.com/mumbai/the-brownie-house-1-sion/order","","Pro extra 20% OFF"
"star-fill","","star-fill","50% OFF up to 100","50 min","star-fill","https://b.zmtcdn.com/data/pictures/0/42630/7366c7cccc59835eb49aaec37c056c85_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","North Indian, Chinese, Seafood, Mughlai, Fast Food, Continental, Beverages, Desserts","","₹250 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","450+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Follows all Max Safety measures to ensure your food is safe","","450+ orders placed from here recently","https://b.zmtcdn.com/data/pictures/9/20154709/e04e84d8614812e6b81aaf27381467a4_o2_featured_v2.jpg","50% OFF up to 100","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","27 min","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","South Indian, Desserts, Biryani, Andhra, Street Food","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","₹250 for one","","Cocoon- Dragonfly Hotel","3.9","The South Spice","","","","Das Palace","4.3","50% OFF up to 100","49 min","North Indian, Chinese, Fast Food, Seafood, Mughlai, Sichuan","₹250 for one","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","275+ orders placed from here recently","","https://b.zmtcdn.com/data/pictures/chains/6/39586/a9c279ba21b193522d701f25b41f4857_o2_featured_v2.jpg","","","","","","","","https://www.zomato.com/mumbai/cocoon-dragonfly-hotel-chakala/order","https://www.zomato.com/mumbai/the-south-spice-bandstand-bandra-west/order","https://www.zomato.com/mumbai/das-palace-chakala/order","4.2",""
"star-fill","","star-fill","50% OFF up to 100","37 min","star-fill","https://b.zmtcdn.com/data/pictures/8/35678/9a0a8645dcc73b3a018081065bdb6fa7_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","North Indian, South Indian, Chinese, Street Food, Sandwich, Biryani, Desserts, Beverages","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","2275+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","2275+ orders placed from here recently","https://b.zmtcdn.com/data/pictures/1/32491/1618bc565287d3e8fa0c68261ec039ad_o2_featured_v2.jpg","50% OFF up to 100","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","38 min","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","Chinese, North Indian, Mughlai, South Indian, Fast Food, Street Food, Desserts, Beverages","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","₹150 for one","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","Sujata Veg Treat","4.1","Apoorva Delicacies","","Follows all Max Safety measures to ensure your food is safe","2250+ orders placed from here recently","GetAWay - Desserts","4.0","50% OFF up to 100","25 min","Healthy Food, Ice Cream, Desserts, Beverages","₹150 for one","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","225+ orders placed from here recently","","https://b.zmtcdn.com/data/pictures/chains/1/19165331/448a929cd3d1579eb77921374f3a98f4_o2_featured_v2.jpg","","","","","","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://www.zomato.com/mumbai/sujata-veg-treat-dadar-west/order","https://www.zomato.com/mumbai/apoorva-delicacies-dadar-shivaji-park/order","https://www.zomato.com/mumbai/getaway-desserts-dadar-shivaji-park/order","4.1",""
"star-fill","","star-fill","50% OFF up to 100","44 min","star-fill","https://b.zmtcdn.com/data/pictures/2/39272/f7d4e10978aa2e913aea85ec2a35fcce_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","North Indian, Chinese, Biryani, Mughlai, Maharashtrian, Fast Food, Sichuan","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","725+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","725+ orders placed from here recently","https://b.zmtcdn.com/data/pictures/7/35677/356b71108776b6319c8a4c79f16ef990_o2_featured_v2.jpg","50% OFF up to 100","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","31 min","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","North Indian, Fast Food, Chinese, South Indian, Biryani, Sichuan, Beverages, Desserts","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","₹150 for one","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","Downtown Dhaba","3.7","Manohar Pure Veg","","Follows all Max Safety measures to ensure your food is safe","1475+ orders placed from here recently","Cafe Trofima","4.1","50% OFF up to 100","38 min","Cafe, Italian, Asian, Shake, Beverages, Desserts","₹150 for one","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","675+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","https://b.zmtcdn.com/data/pictures/9/18358479/66dbd91cf048ffeaf12fade62ef22706_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","675+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://www.zomato.com/mumbai/downtown-dhaba-prabhadevi/order","https://www.zomato.com/mumbai/manohar-pure-veg-dadar-shivaji-park/order","https://www.zomato.com/mumbai/cafe-trofima-dadar-shivaji-park/order","4.1","Pro extra 20% OFF"
"","star-fill","star-fill","50% OFF up to 100","47 min","star-fill","https://b.zmtcdn.com/data/pictures/4/43944/fce2d93b0d5f65f958323e5b59adf0fa_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Seafood, Biryani, Malwani","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","275+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","275+ orders placed from here recently","https://b.zmtcdn.com/data/pictures/5/49085/fefbb69d29b351c77a16b07ee85246f2_o2_featured_v2.jpg","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","34 min","","North Indian, Biryani","","₹150 for one","","Hotel Sachin","","Prabhat","3.5","","","Punjabi Dhaba","3.7","50% OFF up to 100","39 min","North Indian, Chinese","₹150 for one","","325+ orders placed from here recently","","https://b.zmtcdn.com/data/pictures/5/18628885/e7e272d6327a5496e340c71e3fc52d72_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","325+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hotel-sachin-dadar-west/order","https://www.zomato.com/mumbai/prabhat-dadar-shivaji-park/order","https://www.zomato.com/mumbai/punjabi-dhaba-prabhadevi/order","4.2",""
"star-fill","star-fill","star-fill","50% OFF up to 100","77 min","","https://b.zmtcdn.com/data/pictures/9/19435609/d8cd38d1124d637212843f47b22feb57_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","North Indian, Continental, Asian, Kebab, Desserts, Healthy Food","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹1,350 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","300+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","300+ orders placed from here recently","https://b.zmtcdn.com/data/pictures/3/19243343/8c28df44a3490c5ff9b6c59116a06ac1_o2_featured_v2.jpg","50% OFF up to 100","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","72 min","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","Chinese, Asian, Momos, Sushi, Thai, Tibetan, Sichuan","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","₹1,350 for one","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","Gourmet Couch By ITC Maratha","3.7","Bao & Co","3.7","Follows all Max Safety measures to ensure your food is safe","675+ orders placed from here recently","City Sweets and Farsan","4.0","50% OFF up to 100","29 min","Street Food, Mithai","₹1,350 for one","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","100+ orders placed from here recently","","https://b.zmtcdn.com/data/pictures/9/20088769/61e9f306ee0b62f52a395fcd6301acff_o2_featured_v2.jpg","","","","","","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://www.zomato.com/mumbai/gourmet-couch-by-itc-maratha-chakala/order","https://www.zomato.com/mumbai/bao-co-goregaon-east/order","https://www.zomato.com/mumbai/city-sweets-and-farsan-hill-road-bandra-west/order","",""
