"sc-rbbb40-0","sc-rbbb40-0 2","sc-rbbb40-0 3","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-rbbb40-0 4","sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-1hez2tp-0 3","sc-s1isp7-5 src 4","sc-1hez2tp-0 4","sc-s1isp7-5 src 5","sc-1hez2tp-0 5","sc-s1isp7-5 src 6","sc-1hez2tp-0 6","sc-s1isp7-5 src 7","sc-1hez2tp-0 7","sc-s1isp7-5 src 8","sc-1hez2tp-0 8","sc-s1isp7-5 src 9","sc-1hez2tp-0 9","sc-s1isp7-5 src 10","sc-1hez2tp-0 10","sc-s1isp7-5 src 11","sc-1hez2tp-0 11","sc-s1isp7-5 src 12","sc-1hp8d8a-0","sc-1q7bklc-1","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-1hez2tp-0 13","sc-1hez2tp-0 14","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-1hez2tp-0 15","sc-1hez2tp-0 16","sc-1hez2tp-0 17","sc-1hez2tp-0 18","sc-s1isp7-5 src 13","sc-1hez2tp-0 19","sc-s1isp7-5 src 14","sc-s1isp7-5 src 15","sc-s1isp7-5 src 16","sc-s1isp7-5 src 17","sc-s1isp7-5 src 18","sc-1hez2tp-0 21","sc-s1isp7-5 src 19","sc-s1isp7-5 src 21","sc-jGFFOr href","sc-jGFFOr href 2","sc-jGFFOr href 3","sc-1q7bklc-1 4","sc-1hez2tp-0 23"
"star-fill","star-fill","","50% OFF up to 100","Opens at 12noon","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","North Indian, Biryani, Mughlai, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹350 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","8550+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","8550+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Opens at 12noon","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","North Indian, Chinese, Biryani, Sichuan","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹350 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Punjab Depot","3.9","Hotel Sagar","4.3","Follows all Max Safety measures to ensure your food is safe","3425+ orders placed from here recently","Jumboking Indian Burger","","50% OFF up to 100","Currently not accepting orders","Burger, Fast Food","₹350 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","125+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","125+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/punjab-depot-reclamation-bandra-west/order","https://www.zomato.com/mumbai/hotel-sagar-sion/order","https://www.zomato.com/mumbai/jumboking-indian-burger-hill-road-bandra-west/order","3.8",""
"star-fill","star-fill","","50% OFF up to 100","Opens at 12:30pm","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Ice Cream, Desserts","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹350 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1575+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1575+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Rolls, North Indian, Beverages, Desserts","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹350 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","NIC Ice Creams","3.7","Tibb's Frankie - Serving Rolls Since 1969","3.8","Follows all Max Safety measures to ensure your food is safe","1600+ orders placed from here recently","Baskin Robbins","","50% OFF up to 100","Opens in 9 minutes","Ice Cream, Desserts, Beverages","₹350 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","550+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","550+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/nic-ice-creams-bandra-east/order","https://www.zomato.com/mumbai/tibbs-frankie-serving-rolls-since-1969-pali-hill-bandra-west/order","https://www.zomato.com/mumbai/baskin-robbins-mahim/order","4.5",""
"star-fill","star-fill","","50% OFF up to 100","Opens tomorrow at 11am","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","North Indian, Fast Food, Desserts, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹350 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1700+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1700+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","","Currently not accepting orders","","Pizza, Pasta, Fast Food, Desserts, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹350 for one","","NH1 Bowls - Highway To North","3.7","1441 Pizzeria","4.0","","","Apsara Ice Creams","","50% OFF up to 100","Opens in 9 minutes","Ice Cream, Desserts","₹350 for one","","600+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","600+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/nh1-bowls-highway-to-north-bandra-talao-bandra-west/order","https://www.zomato.com/mumbai/1441-pizzeria-linking-road-bandra-west/order","https://www.zomato.com/mumbai/apsara-ice-creams-dadar-shivaji-park/order","4.2",""
"star-fill","star-fill","","50% OFF up to 100","Opens at 12noon","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","North Indian, Mughlai, Chinese, Biryani, Arabian, Kebab, Desserts, Sichuan","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹350 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2575+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2575+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Opens at 12noon","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Chinese, Asian, Thai, Seafood, Sichuan","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹350 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Jaffer Bhai's Delhi Darbar","3.8","5 Spice","4.1","Follows all Max Safety measures to ensure your food is safe","2750+ orders placed from here recently","Itminaan Matka Biryani - Slow Cooked","","Currently not accepting orders","Biryani, North Indian, Mughlai, Desserts, Beverages","₹300 for one","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","","https://www.zomato.com/mumbai/jaffer-bhais-delhi-darbar-mahim/order","https://www.zomato.com/5-spice/order","https://www.zomato.com/mumbai/itminaan-matka-biryani-slow-cooked-bandra-talao-bandra-west/order","3.6",""
"star-fill","star-fill","","50% OFF up to 100","Opens at 12noon","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Bengali, Biryani, Seafood, Street Food, Beverages, Desserts","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1875+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1875+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Opens at 12noon","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Lebanese, Chinese, Mughlai, North Indian, Rolls, Biryani, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Aahare Kolkata","4.1","Carter's Blue","4.0","Restaurant partner follows WHO protocol","7425+ orders placed from here recently","Mealful Rolls - India's Biggest Rolls","","Currently not accepting orders","Wraps, North Indian, Fast Food, Desserts, Beverages","₹300 for one","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","","https://www.zomato.com/mumbai/aahare-kolkata-linking-road-bandra-west/order","https://www.zomato.com/mumbai/carters-blue-1-carter-road-bandra-west/order","https://www.zomato.com/mumbai/mealful-rolls-indias-biggest-rolls-bandra-talao-bandra-west/order","3.7","Pro extra 15% OFF"
"star-fill","star-fill","","50% OFF up to 100","Opens at 1:30pm","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Konkan, Malwani, Maharashtrian, North Indian, Seafood","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1375+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1375+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Desserts, Ice Cream, Beverages, Shake","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Jai Hind Lunch Home","4.3","Baba Falooda","4.0","Restaurant partner follows WHO protocol","8050+ orders placed from here recently","ZAZA 22 Spice Biryani","","50% OFF up to 100","Currently not accepting orders","Biryani, North Indian, Mughlai, Desserts, Beverages","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/jai-hind-lunch-home-1-bandra-east/order","https://www.zomato.com/mumbai/baba-falooda-mahim/order","https://www.zomato.com/mumbai/zaza-22-spice-biryani-bandra-talao-bandra-west/order","4.2",""
"star-fill","star-fill","","50% OFF up to 100","Temporarily closed for dining, will be back soon!","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","North Indian, Mughlai, Biryani, Rolls, Shawarma","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1000+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1000+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Currently not accepting orders","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Chinese, South Indian, Sichuan","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Kareem's","4.0","Tasty Parota Corner","3.6","Follows all Max Safety measures to ensure your food is safe","1750+ orders placed from here recently","Delhi Zaika","","50% OFF up to 100","","BBQ, Chinese, Continental, North Indian, Kebab, Seafood, Mughlai, Sichuan","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1450+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1450+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/kareems-bandstand-bandra-west/order","https://www.zomato.com/mumbai/tasty-parota-corner-sion/order","https://www.zomato.com/mumbai/delhi-zaika-mahim/order","4.1",""
"star-fill","star-fill","","50% OFF up to 100","Opens at 12:30pm","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Beverages, Fast Food, Rolls, Sandwich, Ice Cream, Desserts, Shake","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","4775+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","4775+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","North Indian, Chinese, South Indian, Mughlai, Fast Food, Desserts","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Shakey Wakey","4.2","The Bawa Kitchen","3.7","Follows all Max Safety measures to ensure your food is safe","2700+ orders placed from here recently","Copper Chimney","","50% OFF up to 100","Opens in 9 minutes","North Indian, Mughlai, Rolls, Biryani, Kebab, Beverages","₹500 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","575+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","575+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/shakey-wakey-hill-road-bandra-west/order","https://www.zomato.com/mumbai/the-bawa-kitchen-khar/order","https://www.zomato.com/mumbai/copper-chimney-bandra-kurla-complex/order","3.9",""
"star-fill","star-fill","","50% OFF up to 100","Opens at 12noon","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Chinese, Thai, Sichuan","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹500 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","950+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","950+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Opens at 7pm","","North Indian, Chinese, Fast Food, Desserts, Beverages, Shake, Juices, Pizza","","₹500 for one","","Flavours Of China","4.1","Rajasthan","4.1","","","Goila Butter Chicken","","50% OFF up to 100","Opens at 12noon","North Indian, Biryani, Rolls","₹500 for one","","2700+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2700+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/flavours-of-china-bandra-east/order","https://www.zomato.com/mumbai/rajasthan-khar/order","https://www.zomato.com/mumbai/goila-butter-chicken-pali-hill-bandra-west/order","4.0",""
"star-fill","star-fill","","50% OFF up to 100","Opens at 12noon","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Chinese, Momos, Thai, Asian, Seafood, Sushi, Beverages, Sichuan","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹500 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1525+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1525+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Bengali, North Indian, Mughlai, Beverages, Desserts","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹500 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Mainland China","4.0","Oh! Calcutta","4.0","Follows all Max Safety measures to ensure your food is safe","975+ orders placed from here recently","Francesco's Pizzeria","","50% OFF up to 100","Currently not accepting orders","Pizza, Italian, Fast Food","₹500 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2100+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2100+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/mainland-china-khar/order","https://www.zomato.com/mumbai/oh-calcutta-khar/order","https://www.zomato.com/mumbai/francescos-pizzeria-khar/order","4.1",""
"star-fill","star-fill","","50% OFF up to 100","Opens at 12noon","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","North Indian, Chinese, Sichuan, Biryani, Desserts","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹500 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","4725+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","4725+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Chinese, Thai, Sichuan, Asian","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹500 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Mini Punjab","4.1","Oh Soy","4.3","Follows all Max Safety measures to ensure your food is safe","2600+ orders placed from here recently","Brownie Point","","50% OFF up to 100","Opens in 9 minutes","Bakery, Desserts","₹500 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","150+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/mini-punjab-pali-hill-bandra-west/order","https://www.zomato.com/mumbai/oh-soy-santacruz-east/order","https://www.zomato.com/mumbai/brownie-point-2-mahim/order","4.0","Pro extra 10% OFF"
"star-fill","star-fill","","50% OFF up to 100","Opens at 1pm","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Fast Food, Burger, Rolls, Sichuan","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹500 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","150+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","150+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Chinese, Sichuan","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹500 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Chunkies - Burgers & Fried Chicken","4.1","Haka","4.1","Follows all Max Safety measures to ensure your food is safe","625+ orders placed from here recently","Hundo Pizza","","50% OFF up to 100","Opens in 9 minutes","Pizza, Italian, Fast Food, American","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","4475+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","4475+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/chunkies-burgers-fried-chicken-mahim/order","https://www.zomato.com/mumbai/haka-khar/order","https://www.zomato.com/mumbai/hundo-pizza-khar/order","4.1",""
"star-fill","star-fill","","50% OFF up to 100","Currently not accepting orders","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Chinese, Momos, Thai, Asian, Seafood, Sushi, Beverages, Sichuan","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","650+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","650+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","","","","Pizza, Italian, Fast Food, Desserts, Beverages","","₹300 for one","","Asia Kitchen By Mainland China","4.0","LeanCrust Pizza- ThinCrust Experts","3.8","","","Cafe Rahat","","50% OFF up to 100","Opens at 12noon","North Indian, Mughlai, Maharashtrian, Chinese, Biryani","₹300 for one","","2100+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2100+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/asia-kitchen-by-mainland-china-khar/order","https://www.zomato.com/mumbai/leancrust-pizza-thincrust-experts-bandra-talao-bandra-west/order","https://www.zomato.com/mumbai/cafe-rahat-sion/order","4.1",""
