"sc-rbbb40-0","sc-rbbb40-0 2","sc-rbbb40-0 3","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-1hez2tp-0 3","sc-s1isp7-5 src 4","sc-1hez2tp-0 4","sc-s1isp7-5 src 5","sc-1hez2tp-0 5","sc-s1isp7-5 src 6","sc-1hez2tp-0 6","sc-s1isp7-5 src 7","sc-1hez2tp-0 7","sc-s1isp7-5 src 8","sc-1hez2tp-0 8","sc-s1isp7-5 src 9","sc-1hez2tp-0 9","sc-s1isp7-5 src 10","sc-1hez2tp-0 10","sc-s1isp7-5 src 11","sc-1hez2tp-0 11","sc-s1isp7-5 src 12","sc-1hp8d8a-0","sc-1q7bklc-1","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-1hez2tp-0 13","sc-1hez2tp-0 14","sc-s1isp7-5 src 13","sc-s1isp7-5 src 14","sc-s1isp7-5 src 15","sc-1hez2tp-0 15","sc-1hez2tp-0 16","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-1hez2tp-0 17","sc-1hez2tp-0 18","sc-s1isp7-5 src 16","sc-1hez2tp-0 19","sc-s1isp7-5 src 17","sc-1hez2tp-0 21","sc-s1isp7-5 src 18","sc-s1isp7-5 src 19","sc-s1isp7-5 src 20","sc-s1isp7-5 src 21","sc-jGFFOr href","sc-jGFFOr href 2","sc-jGFFOr href 3"
"star-fill","","star-fill","50% OFF up to 100","41 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","European, Continental, American, Italian, Healthy Food, Asian, Mediterranean, Desserts","https://www.zomato.com/mumbai/fort-restaurants","₹300 for one","https://www.zomato.com/mumbai/fort-restaurants","200+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/fort-restaurants","38 min","https://www.zomato.com/mumbai/fort-restaurants","North Indian","https://www.zomato.com/mumbai/fort-restaurants","₹300 for one","https://www.zomato.com/mumbai/fort-restaurants","225+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/fort-restaurants","The Sassy Spoon","4.0","Budget Meals - Under 99","","50% OFF up to 100","59 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","Chinese, Asian, Oriental, Sushi, Thai, Japanese, Seafood, Desserts","₹300 for one","China Bistro","4.2","1275+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/fort-restaurants","1275+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","200+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/the-sassy-spoon-nariman-point/order","https://www.zomato.com/mumbai/budget-meals-under-99-cuffe-parade/order","https://www.zomato.com/mumbai/china-bistro-worli/order"
"star-fill","","star-fill","50% OFF up to 100","40 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","Momos, Fast Food, Desserts, Shake, Beverages","https://www.zomato.com/mumbai/fort-restaurants","₹300 for one","","150+ orders placed from here recently","","50% OFF up to 100","","58 min","","Waffle, Desserts, Bakery, Beverages","","₹300 for one","https://www.zomato.com/mumbai/fort-restaurants","150+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","","","Panda Momos","3.5","Magic Pancakes","","50% OFF up to 100","38 min","","","","Chinese, Mughlai, Gujarati, North Indian, Biryani, Beverages, Sichuan","₹300 for one","Arabia Restaurant","4.3","400+ orders placed from here recently","","","","","","","","","","https://www.zomato.com/mumbai/panda-momos-worli/order","https://www.zomato.com/mumbai/magic-pancakes-worli/order","https://www.zomato.com/mumbai/arabia-restaurant-mumbai-central/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","41 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","North Indian, Chinese, Fast Food, Malwani, Beverages, Seafood, Biryani, Shake","https://www.zomato.com/mumbai/fort-restaurants","₹300 for one","","200+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","50% OFF up to 100","","29 min","","Street Food, Maharashtrian","","₹300 for one","https://www.zomato.com/mumbai/fort-restaurants","1175+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/fort-restaurants","New Grand Restaurant","3.7","Manohar Pav Bhaji","4.3","50% OFF up to 100","31 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","Mughlai, North Indian, Biryani, Hyderabadi, Rolls, Fast Food, Chinese, Sichuan","₹300 for one","Hyderabadi Dastarkhwan","3.9","850+ orders placed from here recently","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/fort-restaurants","850+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","","","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/new-grand-restaurant-grant-road/order","https://www.zomato.com/mumbai/manohar-pav-bhaji-girgaum/order","https://www.zomato.com/mumbai/hyderabadi-dastarkhwan-mazgaon/order"
"","star-fill","star-fill","50% OFF up to 100","35 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","North Indian, Seafood, Chinese, Mughlai, Asian, Continental, Beverages, Desserts","https://www.zomato.com/mumbai/fort-restaurants","₹300 for one","https://www.zomato.com/mumbai/fort-restaurants","125+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/fort-restaurants","27 min","https://www.zomato.com/mumbai/fort-restaurants","Maharashtrian, Chinese, North Indian, Desserts","https://www.zomato.com/mumbai/fort-restaurants","₹300 for one","https://www.zomato.com/mumbai/fort-restaurants","1075+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","Follows all Max Safety measures to ensure your food is safe","","Pancharatna","","Chetana","4.2","50% OFF up to 100","41 min","","","","Parsi","₹300 for one","A Parsi Affair","4.0","150+ orders placed from here recently","","","","","","","","","","https://www.zomato.com/mumbai/pancharatna-marine-lines/order","https://www.zomato.com/mumbai/chetana-fort/order","https://www.zomato.com/mumbai/a-parsi-affair-girgaum/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","47 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","North Indian, Chinese, Mughlai, Beverages, Sichuan","https://www.zomato.com/mumbai/fort-restaurants","₹300 for one","https://www.zomato.com/mumbai/fort-restaurants","1200+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/fort-restaurants","37 min","https://www.zomato.com/mumbai/fort-restaurants","Gujarati, Sindhi","https://www.zomato.com/mumbai/fort-restaurants","₹300 for one","https://www.zomato.com/mumbai/fort-restaurants","550+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","Follows all Max Safety measures to ensure your food is safe","","New Punjab","3.9","Baa No Swaad By Gujju Na Nasta","3.8","50% OFF up to 100","30 min","","","","Mithai, Fast Food, Street Food","₹300 for one","Tawakkal Sweets","4.5","550+ orders placed from here recently","","","","","","","","","","https://www.zomato.com/mumbai/new-punjab-matunga-east/order","https://www.zomato.com/mumbai/baa-no-swaad-by-gujju-na-nasta-2-girgaum/order","https://www.zomato.com/mumbai/tawakkal-sweets-byculla/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","44 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","Lebanese","https://www.zomato.com/mumbai/fort-restaurants","₹300 for one","","175+ orders placed from here recently","","50% OFF up to 100","","39 min","","Kebab, Biryani, Sandwich, Pizza, Fast Food","","₹300 for one","https://www.zomato.com/mumbai/fort-restaurants","300+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","","","Samrat Shawrama","3.6","Zuha's Kebab Corner","4.2","50% OFF up to 100","42 min","","","","Pasta, Sandwich, Pizza, Fast Food","₹300 for one","Foodzee","3.8","200+ orders placed from here recently","","","","","","","","","","https://www.zomato.com/mumbai/samrat-shawrama-parel/order","https://www.zomato.com/mumbai/zuhas-kebab-corner-mohammad-ali-road/order","https://www.zomato.com/mumbai/foodzee-mohammad-ali-road/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","45 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","Seafood, North Indian, Mughlai, Chinese, Kebab","https://www.zomato.com/mumbai/fort-restaurants","₹300 for one","https://www.zomato.com/mumbai/fort-restaurants","575+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/fort-restaurants","33 min","https://www.zomato.com/mumbai/fort-restaurants","North Indian, Seafood, Biryani, Chinese, Mughlai, Sandwich, Beverages, Desserts","https://www.zomato.com/mumbai/fort-restaurants","₹300 for one","https://www.zomato.com/mumbai/fort-restaurants","625+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/fort-restaurants","Golden Chimney","4.1","Balwas' Restaurant","4.1","50% OFF up to 100","47 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","Konkan, North Indian, Chinese, South Indian, Sichuan","₹300 for one","Modern Lunch Home","4.2","925+ orders placed from here recently","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/fort-restaurants","925+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","575+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/golden-chimney-girgaum/order","https://www.zomato.com/mumbai/balwas-restaurant-marine-lines/order","https://www.zomato.com/mumbai/modern-lunch-home-dadar-east/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","87 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","Bihari, North Indian","https://www.zomato.com/mumbai/fort-restaurants","₹300 for one","https://www.zomato.com/mumbai/fort-restaurants","525+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/fort-restaurants","65 min","https://www.zomato.com/mumbai/fort-restaurants","Cafe, French, Continental, Coffee, Pizza, Desserts","https://www.zomato.com/mumbai/fort-restaurants","₹300 for one","https://www.zomato.com/mumbai/fort-restaurants","200+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","Follows all Max Safety measures to ensure your food is safe","","Bihari Dhaba","4.0","Cafe Noir","4.0","50% OFF up to 100","32 min","","","","Healthy Food, Salad, Continental, Desserts, Juices, Beverages","₹300 for one","Sequel","-","125+ orders placed from here recently","","","","https://www.zomato.com/mumbai/fort-restaurants","525+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/bihari-dhaba-1-worli/order","https://www.zomato.com/mumbai/cafe-noir-1-lower-parel/order","https://www.zomato.com/mumbai/sequel-fort/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","44 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","Mithai, Street Food, Fast Food","https://www.zomato.com/mumbai/fort-restaurants","₹150 for one","https://www.zomato.com/mumbai/fort-restaurants","550+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/fort-restaurants","59 min","https://www.zomato.com/mumbai/fort-restaurants","Momos, Asian, Japanese, Thai, Sushi, Rolls, Seafood, Cantonese","https://www.zomato.com/mumbai/fort-restaurants","₹150 for one","https://www.zomato.com/mumbai/fort-restaurants","1325+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/fort-restaurants","Avarya","4.1","Chin Chin Chu","4.1","50% OFF up to 100","38 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","Asian, Burmese, Bubble Tea, Salad, Beverages","₹150 for one","Burma Burma","4.4","700+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/fort-restaurants","700+ orders placed from here recently","","","","","","","https://www.zomato.com/mumbai/avarya-breach-candy/order","https://www.zomato.com/mumbai/chin-chin-chu-lower-parel/order","https://www.zomato.com/mumbai/burma-burma-fort/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","34 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","South Indian","https://www.zomato.com/mumbai/fort-restaurants","₹150 for one","https://www.zomato.com/mumbai/fort-restaurants","325+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/fort-restaurants","54 min","https://www.zomato.com/mumbai/fort-restaurants","North Indian, Mughlai, Chinese, Fast Food, Beverages","https://www.zomato.com/mumbai/fort-restaurants","₹150 for one","https://www.zomato.com/mumbai/fort-restaurants","350+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","Follows all Max Safety measures to ensure your food is safe","","Sai Snacks","3.9","Peninsula Next","4.1","50% OFF up to 100","43 min","","","","Biryani, North Indian","₹150 for one","Badmash Biryani","3.1","50+ orders placed from here recently","","","","","","","","","","https://www.zomato.com/mumbai/sai-snacks-byculla/order","https://www.zomato.com/mumbai/peninsula-next-sion/order","https://www.zomato.com/mumbai/badmash-biryani-worli/order"
"","star-fill","star-fill","50% OFF up to 100","48 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","Momos, Beverages","https://www.zomato.com/mumbai/fort-restaurants","₹150 for one","","250+ orders placed from here recently","","50% OFF up to 100","","24 min","","Ice Cream, Desserts, Beverages","","₹150 for one","https://www.zomato.com/mumbai/fort-restaurants","100+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","","https://www.zomato.com/mumbai/fort-restaurants","Momo Guy","","Ice Cream Works","4.3","50% OFF up to 100","38 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","Desserts, Ice Cream, Bakery","₹150 for one","Artinci - Indulge Guilt Free!","4.0","225+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/fort-restaurants","225+ orders placed from here recently","","","","","","","https://www.zomato.com/mumbai/momo-guy-worli/order","https://www.zomato.com/mumbai/ice-cream-works-colaba/order","https://www.zomato.com/mumbai/artinci-indulge-guilt-free-parel/order"
"star-fill","","star-fill","50% OFF up to 100","40 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","North Indian, Desserts","https://www.zomato.com/mumbai/fort-restaurants","₹150 for one","","75+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","50% OFF up to 100","","26 min","","North Indian, Chinese, Mughlai, Seafood, Sichuan, Desserts, Beverages","","₹150 for one","https://www.zomato.com/mumbai/fort-restaurants","800+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","Restaurant partner follows WHO protocol","","Shree Ji Thali's Pure Veg","3.8","Hazuka Restaurant","","50% OFF up to 100","41 min","","","","South Indian, Pizza, Sandwich, Chinese, Street Food, Beverages, Sichuan","₹150 for one","Savi Sagar Fast Food","4.4","1050+ orders placed from here recently","","","","https://www.zomato.com/mumbai/fort-restaurants","","","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/shree-ji-thalis-pure-veg-colaba/order","https://www.zomato.com/mumbai/hazuka-restaurant-fort/order","https://www.zomato.com/mumbai/savi-sagar-fast-food-breach-candy/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","42 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","North Indian, Chinese, South Indian, Street Food","https://www.zomato.com/mumbai/fort-restaurants","₹250 for one","https://www.zomato.com/mumbai/fort-restaurants","300+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/fort-restaurants","54 min","https://www.zomato.com/mumbai/fort-restaurants","North Indian, Mughlai, Continental, European, Oriental, Beverages, Desserts","https://www.zomato.com/mumbai/fort-restaurants","₹250 for one","https://www.zomato.com/mumbai/fort-restaurants","325+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/fort-restaurants","Shiv Krishna","4.0","Gulmurg - The Shalimar Hotel","3.6","50% OFF up to 100","63 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","North Indian, Mughlai, Biryani","₹250 for one","Namak By The Ghost Chef","3.9","1775+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/fort-restaurants","1775+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","300+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/shiv-krishna-charni-road/order","https://www.zomato.com/mumbai/gulmurg-the-shalimar-hotel-kemps-corner/order","https://www.zomato.com/mumbai/namak-by-the-ghost-chef-worli/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","33 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","Chinese, North Indian, Sichuan","https://www.zomato.com/mumbai/fort-restaurants","₹250 for one","https://www.zomato.com/mumbai/fort-restaurants","950+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/fort-restaurants","25 min","https://www.zomato.com/mumbai/fort-restaurants","Mithai, Street Food","https://www.zomato.com/mumbai/fort-restaurants","₹250 for one","https://www.zomato.com/mumbai/fort-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/fort-restaurants","Babu Chinese","3.6","Panchratna Jalebi House","4.4","50% OFF up to 100","32 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","Beverages, Desserts, Juices, Shake","₹250 for one","Juice'r Rus","4.2","650+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/fort-restaurants","650+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","950+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/babu-chinese-mazgaon/order","https://www.zomato.com/mumbai/panchratna-jalebi-house-girgaum/order","https://www.zomato.com/mumbai/juicer-rus-chowpatty/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","28 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","Chinese, North Indian, Mughlai, Desserts, Beverages, Biryani, Fast Food, Shake","https://www.zomato.com/mumbai/fort-restaurants","₹250 for one","https://www.zomato.com/mumbai/fort-restaurants","650+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/fort-restaurants","22 min","https://www.zomato.com/mumbai/fort-restaurants","Mithai","https://www.zomato.com/mumbai/fort-restaurants","₹250 for one","https://www.zomato.com/mumbai/fort-restaurants","325+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/fort-restaurants","Cafe Metro","3.9","Hira Mistan","3.8","50% OFF up to 100","28 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","Shawarma, North Indian, Pasta, Pizza, Rolls, Fast Food, Lebanese","₹250 for one","Chikita Cafe","3.9","600+ orders placed from here recently","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/fort-restaurants","600+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","650+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/cafe-metro-marine-lines/order","https://www.zomato.com/mumbai/hira-mistan-kalbadevi/order","https://www.zomato.com/mumbai/chikita-cafe-fort/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","39 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","South Indian, Fast Food, North Indian, Mughlai, Desserts, Beverages, Sichuan","https://www.zomato.com/mumbai/fort-restaurants","₹250 for one","","225+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","40% OFF","","34 min","","Biryani, North Indian, Mughlai, South Indian, Desserts","","₹250 for one","https://www.zomato.com/mumbai/fort-restaurants","300+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/fort-restaurants","Balaji Pure Veg","4.0","Great Indian Peninsula Foods","4.0","50% OFF up to 100","64 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","Korean","₹250 for one","Sun & Moon Korean Restaurant","3.9","425+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/fort-restaurants","425+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","","","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/balaji-pure-veg-grant-road/order","https://www.zomato.com/mumbai/great-indian-peninsula-foods-mazgaon/order","https://www.zomato.com/mumbai/sun-moon-korean-restaurant-worli/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","22 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","Chinese, North Indian, Mughlai, Pizza, Sichuan","https://www.zomato.com/mumbai/fort-restaurants","₹250 for one","https://www.zomato.com/mumbai/fort-restaurants","275+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/fort-restaurants","28 min","https://www.zomato.com/mumbai/fort-restaurants","North Indian, South Indian, Chinese, Sandwich, Fast Food, Street Food, Desserts, Beverages","https://www.zomato.com/mumbai/fort-restaurants","₹250 for one","https://www.zomato.com/mumbai/fort-restaurants","400+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","Follows all Max Safety measures to ensure your food is safe","","Food Inn","3.8","Liberty Veg Restaurant","4.2","50% OFF up to 100","57 min","","","","Pancake, Burger, American, Healthy Food, Waffle, Juices, Shake","₹250 for one","Ihop","4.0","1075+ orders placed from here recently","","","","https://www.zomato.com/mumbai/fort-restaurants","275+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/food-inn-1-colaba/order","https://www.zomato.com/mumbai/liberty-veg-restaurant-marine-lines/order","https://www.zomato.com/mumbai/ihop-lower-parel/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","57 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","North Indian, Chinese, Fast Food, Mughlai, Seafood, Beverages, Desserts, Sichuan","https://www.zomato.com/mumbai/fort-restaurants","₹250 for one","https://www.zomato.com/mumbai/fort-restaurants","725+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/fort-restaurants","28 min","https://www.zomato.com/mumbai/fort-restaurants","Desserts, Ice Cream","https://www.zomato.com/mumbai/fort-restaurants","₹250 for one","https://www.zomato.com/mumbai/fort-restaurants","1025+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","Follows all Max Safety measures to ensure your food is safe","","Rasna Punjab","3.9","New Kulfi Centre","4.1","50% OFF up to 100","38 min","","","","Cafe, Beverages, Bakery, Desserts, French, Fast Food","₹250 for one","Suzette Creperie & Cafe","3.9","275+ orders placed from here recently","","","","https://www.zomato.com/mumbai/fort-restaurants","725+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/rasna-punjab-matunga-east/order","https://www.zomato.com/mumbai/new-kulfi-centre-chowpatty/order","https://www.zomato.com/mumbai/suzette-creperie-cafe-nariman-point/order"
